ID,#名前,性別(0=両,1=男,2=女),タイプ(0=両方,1=剣士,2=ガンナー),レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,e
243,EXレックスグリーヴ,0,1,7,1,8,99,82,119,3,-1,-5,0,-3,一心,2,聴覚保護,3,研ぎ師,-2,千里眼,3,,,探求者の証,2,轟竜の鋭牙,5,覇竜の尻尾,2,堅竜骨,5,e
244,EXレックスレギンス,0,2,7,1,8,99,41,67,4,0,-4,1,-2,一心,2,反動,-2,聴覚保護,3,千里眼,3,,,探求者の証,2,轟竜の鋭牙,5,覇竜の尻尾,2,堅竜骨,5,e
245,ブランゴグリーヴ,0,1,5,2,5,99,55,110,-4,2,0,2,1,攻撃,2,耐暑,-2,耐寒,1,耐泥耐雪,2,,,雪獅子の剛毛,2,白兎獣の剛毛,6,堅竜骨,1,上質な毛皮,2,e
246,ブランゴレギンス,0,2,5,2,5,99,28,64,-3,3,1,3,2,攻撃,2,耐暑,-2,耐寒,1,耐泥耐雪,2,,,雪獅子の剛毛,2,白兎獣の剛毛,6,堅竜骨,1,上質な毛皮,2,e
247,クロオビグリーヴ,0,1,6,2,8,99,55,110,2,2,2,2,2,匠,2,狩人,2,腹減り,-2,,,,,金獅子の黒毛,2,撃龍王のコイン,2,飛竜のコイン,2,ガマのコイン,4,e
248,クロオビレギンス,0,2,6,2,8,99,28,64,3,3,3,3,3,装填数,2,狩人,2,腹減り,-2,,,,,金獅子の黒毛,2,撃龍王のコイン,2,飛竜のコイン,2,ガマのコイン,4,e
249,レウスＳグリーヴ,0,1,5,1,5,99,57,112,3,0,-2,0,-4,攻撃,3,火属性攻撃,3,回復量,-2,,,,,火竜の堅殻,6,火竜の延髄,2,火竜の鱗,6,紅蓮石,4,e
250,レウスＳレギンス,0,2,5,1,5,99,28,64,4,1,-1,1,-3,攻撃,3,火属性攻撃,3,回復量,-2,,,,,火竜の堅殻,6,火竜の延髄,2,火竜の鱗,6,紅蓮石,4,e
251,リオソウルグリーヴ,0,1,6,1,6,99,58,111,3,0,0,-2,-4,達人,3,体力,-2,聴覚保護,3,斬れ味,2,,,蒼火竜の堅殻,2,蒼火竜の上鱗,3,火竜の紅玉,1,獄炎石,2,e
252,リオソウルレギンス,0,2,6,0,6,99,29,64,4,1,1,-1,-3,達人,3,体力,-2,聴覚保護,3,通常弾強化,3,,,蒼火竜の堅殻,2,蒼火竜の上鱗,3,火竜の紅玉,1,獄炎石,2,e
253,シルバーソルグリーヴ,0,1,7,0,7,99,81,118,2,-7,-4,0,4,痛撃,3,斬れ味,3,火属性攻撃,4,回復量,-2,,,銀火竜の堅殻,5,銀火竜の上鱗,5,火竜の煌液,4,ノヴァクリスタル,1,e
254,シルバーソルレギンス,0,2,7,0,7,99,41,67,3,-6,-3,1,5,痛撃,2,貫通弾強化,3,火属性攻撃,5,回復量,-2,,,銀火竜の堅殻,5,銀火竜の上鱗,5,火竜の煌液,4,ノヴァクリスタル,1,e
255,EXレウスグリーヴ,0,1,7,1,8,99,57,112,3,0,-2,0,-4,剛撃,1,匠,2,底力,3,気力回復,-2,狩人,2,希望の証,1,火竜の堅殻,5,火竜の延髄,3,獄炎石,3,e
256,EXレウスレギンス,0,2,7,1,8,99,28,64,4,1,-1,1,-3,剛撃,1,底力,3,装填数,2,気力回復,-2,狩人,2,希望の証,1,火竜の堅殻,5,火竜の延髄,3,獄炎石,3,e
257,グラビドＳグリーヴ,0,1,5,2,5,99,57,112,3,-4,0,2,-3,防御,4,ガード性能,2,スタミナ,-2,,,,,鎧竜の堅殻,2,鎧竜の甲殻,4,堅竜骨,2,マレコガネ,2,e
258,グラビドＳレギンス,0,2,5,2,5,99,29,64,4,-3,1,3,-2,反動,2,防御,4,スタミナ,-2,,,,,鎧竜の堅殻,2,鎧竜の甲殻,4,堅竜骨,2,マレコガネ,2,e
259,グラビドＵグリーヴ,0,1,6,2,6,99,58,111,3,-5,1,1,1,防御,2,ガード強化,2,スタミナ,-3,,,,,黒鎧竜の堅殻,2,鎧竜の堅殻,1,堅竜骨,3,ゴム質の上皮,3,e
260,グラビドＵレギンス,0,2,6,2,6,99,29,64,4,-4,2,2,2,防御,2,ガード強化,2,スタミナ,-3,,,,,黒鎧竜の堅殻,2,鎧竜の堅殻,1,堅竜骨,3,ゴム質の上皮,3,e
261,ベリオグリーヴ,0,1,5,1,5,99,57,112,-5,0,-1,3,0,回避性能,3,氷属性攻撃,2,体術,3,気力回復,-2,,,氷牙竜の上毛皮,5,白兎獣の凍爪,3,白兎獣の剛毛,4,,,e
262,ベリオレギンス,0,2,5,1,5,99,29,64,-4,1,0,4,1,回避性能,3,氷属性攻撃,2,体術,3,気力回復,-2,,,氷牙竜の上毛皮,5,白兎獣の凍爪,3,白兎獣の剛毛,4,,,e
263,ブラキＳグリーヴ,0,1,6,1,6,99,57,112,3,-4,0,-2,0,闘魂,3,回避性能,-2,底力,2,爆弾強化,2,回避距離,1,砕竜の堅殻,4,砕竜の堅黒曜甲,2,砕竜の剛拳,2,フルクライト鉱石,3,e
264,ブラキＳレギンス,0,2,6,1,6,99,28,64,4,-3,1,-1,1,闘魂,3,回避性能,-2,底力,2,爆弾強化,2,回避距離,1,砕竜の堅殻,4,砕竜の堅黒曜甲,2,砕竜の剛拳,2,フルクライト鉱石,3,e
265,アグナグリーヴ,0,1,6,1,6,99,59,112,3,-5,0,-1,0,ガード性能,2,底力,-2,火属性攻撃,4,燃鱗,2,,,炎戈竜の堅殻,3,砕竜の堅殻,3,イーオスの上鱗,4,,,e
266,アグナレギンス,0,2,6,1,6,99,30,64,4,-4,1,0,1,底力,-2,通常弾強化,2,精密射撃,3,火属性攻撃,1,燃鱗,2,炎戈竜の堅殻,3,砕竜の堅殻,3,イーオスの上鱗,4,,,e
267,ガルルガＳグリーヴ,0,1,5,2,6,99,60,113,3,-4,3,-4,1,達人,3,聴覚保護,1,斬れ味,2,,,,,黒狼鳥の上鱗,5,黒狼鳥の堅殻,3,黒狼鳥の翼,2,ドスヘラクレス,4,e
268,ガルルガＳレギンス,0,2,5,2,6,99,30,64,4,-3,4,-3,2,達人,3,聴覚保護,1,貫通弾強化,2,,,,,黒狼鳥の上鱗,5,黒狼鳥の堅殻,3,黒狼鳥の翼,2,ドスヘラクレス,4,e
269,ラギアグリーヴ,0,1,6,1,6,99,60,113,-5,1,3,-1,-1,属性解放,3,痛撃,2,特殊攻撃,-2,溜め短縮,3,,,海竜の高電殻,2,蒼火竜の上鱗,3,竜玉,1,,,e
270,ラギアレギンス,0,2,6,2,6,99,30,64,-4,2,4,0,0,属性解放,2,痛撃,2,特殊攻撃,-2,溜め短縮,3,,,海竜の高電殻,2,蒼火竜の上鱗,3,竜玉,1,,,e
271,キリンＳレガース,0,1,6,1,8,99,60,113,-3,-3,5,-1,3,属性解放,2,属性耐性,2,運気,-2,属性攻撃,3,,,キリンの上皮,4,キリンの雷尾,3,黒狼鳥の堅殻,6,電撃袋,3,e
272,キリンＳブーツ,0,2,6,1,8,99,30,64,-2,-2,6,0,4,属性解放,2,属性耐性,2,運気,-2,属性攻撃,2,,,キリンの上皮,4,キリンの雷尾,3,黒狼鳥の堅殻,6,電撃袋,3,e
273,キリンＵレガース,0,1,7,1,8,99,65,114,-3,-3,-1,6,3,属性耐性,3,運気,-2,氷属性攻撃,3,属性攻撃,1,,,キリンの霜尾,3,キリンのたてがみ,5,古龍の血,3,桃岩竜の翼,3,e
274,キリンＵブーツ,0,2,7,1,8,99,33,65,-2,-2,0,7,4,属性耐性,3,運気,-2,氷属性攻撃,3,属性攻撃,1,,,キリンの霜尾,3,キリンのたてがみ,5,古龍の血,3,桃岩竜の翼,3,e
275,ユクモノハカマ・天,0,1,6,2,8,99,60,113,-1,0,2,0,0,匠,1,研ぎ師,1,回復量,2,加護,2,,,蛇王龍の鋼皮,3,凶星の破片,1,蛇王龍の尾鱗,3,,,e
276,ユクモノハカマ・地,0,2,6,2,8,99,30,64,0,1,3,1,1,装填速度,1,装填数,1,回復量,2,加護,2,,,蛇王龍の鋼皮,3,凶星の破片,1,蛇王龍の尾鱗,3,,,e
277,セイラーソックス,2,1,6,0,8,99,60,113,0,2,0,-2,0,胴系統倍化,1,,,,,,,,,希望の証,1,狩猟王のコイン,3,撃龍王のコイン,3,フルクライト鉱石,8,e
278,セイラーサンダル,2,2,6,0,8,99,30,64,1,3,1,-1,1,胴系統倍化,1,,,,,,,,,希望の証,1,狩猟王のコイン,3,撃龍王のコイン,3,フルクライト鉱石,8,e
279,バンギスグリーヴ,0,1,6,3,7,99,62,113,0,0,-4,1,-4,攻撃,1,斬れ味,3,腹減り,-2,,,,,恐暴竜の鉤爪,4,恐暴竜の黒鱗,6,恐暴竜の唾液,3,黒蝕竜の逆鱗,1,e
280,バンギスレギンス,0,2,6,3,7,99,31,64,1,1,-3,2,-3,反動,2,攻撃,1,食事,1,腹減り,-2,,,恐暴竜の鉤爪,4,恐暴竜の黒鱗,6,恐暴竜の唾液,3,黒蝕竜の逆鱗,1,e
281,グリードグリーヴ,0,1,7,3,7,99,64,113,-1,-1,-3,-1,-1,強欲,2,攻撃,1,食事,1,腹減り,-2,,,歴戦の漆黒皮,2,恐暴竜の黒鱗,6,恐暴竜の鉤爪,4,古龍の血,1,e
282,グリードレギンス,0,2,7,3,7,99,32,64,0,0,-2,0,0,強欲,2,攻撃,2,食事,1,腹減り,-2,,,歴戦の漆黒皮,2,恐暴竜の黒鱗,6,恐暴竜の鉤爪,4,古龍の血,1,e
283,残陽・覇【具足】,1,1,7,0,7,99,64,113,3,2,-4,3,-4,抜刀会心,3,不動,3,達人,2,底力,-3,,,豪山龍の上紅鱗,5,豪山龍の堅岩殻,6,大地の龍玉,1,勇気の証Ｇ,1,e
284,東雲・覇【袴】,1,2,7,0,7,99,32,64,4,3,-3,4,-3,装填速度,-3,速射,3,不動,3,貫通弾強化,3,,,豪山龍の上紅鱗,5,豪山龍の堅岩殻,6,大地の龍玉,1,勇気の証Ｇ,1,e
285,常磐・覇【具足】,2,1,7,0,7,99,64,113,3,2,-4,3,-4,抜刀会心,3,不動,3,達人,2,底力,-3,,,豪山龍の上紅鱗,5,豪山龍の堅岩殻,6,大地の龍玉,1,勇気の証Ｇ,1,e
286,八千代・覇【袴】,2,2,7,0,7,99,32,64,4,3,-3,4,-3,装填速度,-3,速射,3,不動,3,貫通弾強化,3,,,豪山龍の上紅鱗,5,豪山龍の堅岩殻,6,大地の龍玉,1,勇気の証Ｇ,1,e
287,大和【具足】,1,1,7,0,8,99,67,114,3,1,0,-4,-4,防御,3,達人,5,底力,-2,溜め短縮,3,,,希望の証,1,豪山龍の上紅鱗,5,豪山龍の堅岩殻,6,大地の龍玉,1,e
288,陸奥【具足】,1,2,7,0,8,99,34,65,4,2,1,-3,-3,装填速度,-2,反動,3,防御,4,貫通弾強化,3,,,希望の証,1,豪山龍の上紅鱗,5,豪山龍の堅岩殻,6,大地の龍玉,1,e
289,日向【袴】,2,1,7,0,8,99,67,114,3,1,0,-4,-4,防御,3,達人,5,底力,-2,溜め短縮,3,,,希望の証,1,豪山龍の上紅鱗,5,豪山龍の堅岩殻,6,大地の龍玉,1,e
290,天城【袴】,2,2,7,0,8,99,34,65,4,2,1,-3,-3,装填速度,-2,反動,3,防御,4,貫通弾強化,3,,,希望の証,1,豪山龍の上紅鱗,5,豪山龍の堅岩殻,6,大地の龍玉,1,e
291,アークＳグリーヴ,1,1,7,2,7,99,65,114,-4,4,0,3,-6,回避術,1,本気,3,火耐性,-2,狂撃耐性,1,,,天廻龍の堅殻,5,天廻龍の上鱗,4,天廻龍の鋭浄爪,5,堅竜骨,6,e
292,アークＳレギンス,1,2,7,2,7,99,33,65,-3,5,1,4,-5,回避術,1,本気,3,火耐性,-2,狂撃耐性,1,,,天廻龍の堅殻,5,天廻龍の上鱗,4,天廻龍の鋭浄爪,5,堅竜骨,6,e
293,フィリアＳグリーヴ,2,1,7,2,7,99,65,114,-4,4,0,3,-6,回避術,1,本気,3,火耐性,-2,狂撃耐性,1,,,天廻龍の堅殻,5,天廻龍の上鱗,4,天廻龍の鋭浄爪,5,堅竜骨,6,e
294,フィリアＳレギンス,2,2,7,2,7,99,33,65,-3,5,1,4,-5,回避術,1,本気,3,火耐性,-2,狂撃耐性,1,,,天廻龍の堅殻,5,天廻龍の上鱗,4,天廻龍の鋭浄爪,5,堅竜骨,6,e
295,金色ノ袴,0,1,7,1,7,99,65,114,2,1,3,-6,2,匠,1,本気,1,闘魂,2,スタミナ,-2,,,金獅子の尖角,2,金獅子の黒毛,2,翼蛇竜の上皮,2,鋼の龍鱗,2,e
296,黒子ノ足袋,0,2,7,1,7,99,33,65,3,2,4,-5,3,装填速度,1,本気,1,闘魂,2,スタミナ,-1,,,金獅子の尖角,2,金獅子の黒毛,2,翼蛇竜の上皮,2,鋼の龍鱗,2,e
297,怒天ノ袴,0,1,7,1,7,99,81,118,2,1,4,-7,2,匠,1,本気,2,闘魂,3,スタミナ,-2,,,金獅子の怒髪,3,金獅子の尖角,2,金獅子の黒毛,4,金火竜の上鱗,2,e
298,心滅ノ足袋,0,2,7,1,7,99,41,67,3,2,5,-6,3,装填速度,1,本気,2,闘魂,3,スタミナ,-2,,,金獅子の怒髪,3,金獅子の尖角,2,金獅子の黒毛,4,金火竜の上鱗,2,e
299,アカムトケマル,0,1,7,0,7,99,65,114,4,0,-3,2,-5,匠,3,達人,3,聴覚保護,1,斬れ味,-3,,,覇竜の上鱗,5,覇竜の剛爪,5,覇竜の堅殻,5,砕竜の宝玉,1,e
300,アカムトチキル,0,2,7,0,7,99,33,65,5,1,-2,3,-4,装填速度,-3,達人,3,聴覚保護,1,装填数,3,,,覇竜の上鱗,5,覇竜の剛爪,5,覇竜の堅殻,5,砕竜の宝玉,1,e
301,ウカムルケマル,0,1,7,1,8,99,67,114,-5,0,-3,4,-2,刀匠,1,達人,-2,底力,2,耐泥耐雪,4,,,崩竜の堅殻,4,崩竜の削顎,2,鋼龍の宝玉,1,,,e
302,ウカムルチキル,0,2,7,1,8,99,34,65,-4,1,-2,5,-1,射手,1,達人,-2,底力,2,耐泥耐雪,4,,,崩竜の堅殻,4,崩竜の削顎,2,鋼龍の宝玉,1,,,e
303,カイザーグリーヴ,0,1,7,0,7,99,68,115,4,-6,1,-2,-2,細菌学,5,剣術,1,匠,2,耐寒,-3,,,炎王龍の堅殻,6,炎龍の塵粉,2,炎龍の翼膜,3,古龍の血,3,e
304,カイザーレギンス,0,2,7,0,7,99,34,65,5,-5,2,-1,-1,細菌学,5,装填速度,2,装填数,1,耐寒,-2,,,炎王龍の堅殻,6,炎龍の塵粉,2,炎龍の翼膜,3,古龍の血,3,e
305,EXカイザーグリーヴ,0,1,7,0,8,99,82,119,5,-7,2,-2,-4,属性解放,3,剣術,2,達人,3,耐寒,-2,,,炎王龍チケット,2,炎王龍の尻尾,3,蛇王龍の鋼皮,4,古龍骨,3,e
306,EXカイザーレギンス,0,2,7,0,8,99,41,67,6,-6,3,-1,-3,属性解放,3,装填速度,2,達人,3,耐寒,-2,,,炎王龍チケット,2,炎王龍の尻尾,3,蛇王龍の鋼皮,4,古龍骨,3,e
307,エンプレスグリーヴ,0,1,7,2,7,99,68,115,4,-2,1,-6,-2,属性解放,1,達人,2,ガード性能,3,耐寒,-1,,,炎妃龍の堅殻,4,炎龍の塵粉,2,炎龍の尖爪,3,古龍の血,2,e
308,エンプレスレギンス,0,2,7,2,7,99,34,65,5,-1,2,-5,-1,属性解放,1,達人,2,ガード強化,3,耐寒,-1,,,炎妃龍の堅殻,4,炎龍の塵粉,2,炎龍の尖爪,3,古龍の血,2,e
309,クシャナペイル,0,1,7,2,7,99,68,115,-2,2,-5,5,-6,属性解放,1,溜め短縮,2,耐暑,3,毒,-2,,,鋼龍の堅殻,6,鋼の龍鱗,4,鋼龍の尖爪,1,ユニオン鉱石,3,e
310,クシャナハディ,0,2,7,2,7,99,34,65,-1,3,-4,6,-5,属性解放,1,溜め短縮,2,耐暑,3,毒,-2,,,鋼龍の堅殻,6,鋼の龍鱗,4,鋼龍の尖爪,1,ユニオン鉱石,3,e
311,EXクシャナペイル,0,1,7,1,8,99,82,119,-3,3,-6,6,-7,匠,2,溜め短縮,2,耐暑,3,毒,-2,,,鋼龍チケット,2,鋼龍の尻尾,3,銀火竜の堅殻,5,古龍骨,3,e
312,EXクシャナハディ,0,2,7,1,8,99,41,67,-2,4,-5,7,-6,溜め短縮,2,装填数,2,耐暑,3,毒,-2,,,鋼龍チケット,2,鋼龍の尻尾,3,銀火竜の堅殻,5,古龍骨,3,e
313,夜叉【御足】,0,1,7,2,8,99,68,115,2,2,0,-2,-2,剣術,2,属性耐性,2,底力,-2,加護,2,,,神龍苔,3,浮岳龍の体液,2,古龍の血,6,希望の証,1,e
314,修羅【御足】,0,2,7,2,8,99,34,65,3,4,2,-1,-1,属性耐性,2,底力,-2,装填数,2,加護,2,,,神龍苔,3,浮岳龍の体液,2,古龍の血,6,希望の証,1,e
315,リベリオングリーヴ,0,1,7,1,8,99,69,116,3,3,-2,-2,-3,怒,1,回避術,2,攻撃,-2,,,,,蛇王龍の尾鱗,4,蛇王龍の鉤爪,4,天剣の龍玉,1,金火竜の堅殻,8,e
316,ライオットレギンス,0,2,7,1,8,99,35,65,4,4,-1,-1,-2,怒,1,回避術,2,攻撃,-2,,,,,蛇王龍の尾鱗,4,蛇王龍の鉤爪,4,天剣の龍玉,1,金火竜の堅殻,8,e
317,ミヅハ【具足】,0,1,7,2,8,99,69,116,-4,3,0,4,-1,聴覚保護,3,風圧,4,耐暑,-1,,,,,霞龍の上皮,2,真珠色の柔皮,2,ユニオン鉱石,5,希望の証,1,e
318,トヨタマ【具足】,0,2,7,2,8,99,35,65,-3,4,1,5,0,聴覚保護,3,風圧,4,耐暑,-1,,,,,霞龍の上皮,2,真珠色の柔皮,2,ユニオン鉱石,5,希望の証,1,e
319,忍の足袋・天,0,1,7,2,8,99,81,118,2,-6,4,-3,2,防御,-2,回避性能,2,属性攻撃,2,,,,,希望の証Ｇ,1,勇気の証Ｇ,1,いにしえの龍骨,3,金火竜の上鱗,5,e
320,忍の足袋・地,0,2,7,2,8,99,41,67,3,-5,5,-2,3,防御,-2,回避性能,2,属性攻撃,2,,,,,希望の証Ｇ,1,勇気の証Ｇ,1,いにしえの龍骨,3,金火竜の上鱗,5,e
321,金剛【具足】,0,1,7,1,8,99,82,119,-2,3,2,2,-2,運気,2,ガード性能,4,火耐性,-2,耐震,2,,,砦蟹の鋏,1,鋼の龍鱗,2,マレコガネ,3,,,e
322,不動【具足】,0,2,7,1,8,99,41,67,0,5,3,3,-1,反動,4,運気,2,火耐性,-2,耐震,2,,,砦蟹の鋏,1,鋼の龍鱗,2,マレコガネ,3,,,e
323,ドラゴンフット,0,1,7,1,8,99,84,119,-3,2,2,-1,-6,痛撃,2,達人,-2,斬れ味,3,,,,,黒龍の鱗,4,黒龍の甲殻,3,黒龍の翼膜,1,雌火竜の逆鱗,3,e
324,ドラゴンレグス,0,2,7,1,8,99,42,67,-2,3,3,0,-5,痛撃,2,達人,-2,貫通弾強化,3,,,,,黒龍の鱗,4,黒龍の甲殻,3,黒龍の翼膜,1,雌火竜の逆鱗,3,e
325,ヘリオスグリーヴ,1,1,7,2,8,99,84,119,0,3,-2,1,-5,聴覚保護,1,重撃,2,水属性攻撃,3,加護,-2,,,大海龍の甲皮,2,湾曲した龍角,1,雌火竜の紅玉,1,,,e
326,ヘリオスレギンス,1,2,7,2,8,99,42,67,1,4,-1,2,-4,聴覚保護,1,重撃,2,水属性攻撃,3,加護,-2,,,大海龍の甲皮,2,湾曲した龍角,1,雌火竜の紅玉,1,,,e
327,セレネグリーヴ,2,1,7,2,8,99,84,119,0,3,-2,1,-5,聴覚保護,1,重撃,2,水属性攻撃,3,加護,-2,,,大海龍の甲皮,2,湾曲した龍角,1,雌火竜の紅玉,1,,,e
328,セレネレギンス,2,2,7,2,8,99,42,67,1,4,-1,2,-4,聴覚保護,1,重撃,2,水属性攻撃,3,加護,-2,,,大海龍の甲皮,2,湾曲した龍角,1,雌火竜の紅玉,1,,,e
329,エスカドラスケル,0,1,7,0,8,99,86,121,3,-2,-3,-3,-2,本気,2,属性耐性,3,回避距離,3,属性攻撃,1,気絶,-3,煌黒龍の逆鱗,4,煌黒龍の翼膜,1,天廻龍の光玉,1,,,e
330,エスカドラスクレ,0,2,7,0,8,99,43,68,4,-1,-2,-2,-1,本気,2,属性耐性,3,回避距離,3,属性攻撃,1,気絶,-3,煌黒龍の逆鱗,4,煌黒龍の翼膜,1,天廻龍の光玉,1,,,e
331,三眼の足輪,0,0,5,3,4,99,18,61,-3,0,0,3,1,,,,,,,,,,,カブレライト鉱石,3,ノヴァクリスタル,2,,,,,e
332,EXキリンＵレガース,0,1,7,1,99,99,1,116,0,0,1,6,3,状態耐性,2,属性耐性,3,運気,-2,属性攻撃,3,,,幻獣チケット,1,キリンの上皮,5,黒狼鳥の地獄耳,4,ギルドチケットＧ,2,e
333,EXキリンＵブーツ,0,2,7,1,99,99,1,66,1,1,2,7,4,状態耐性,2,属性耐性,3,運気,-2,属性攻撃,3,,,幻獣チケット,1,キリンの上皮,5,黒狼鳥の地獄耳,4,ギルドチケットＧ,2,e
334,キャプテンＪブーツ,0,1,7,0,99,99,26,99,-3,-3,-3,-3,-3,剥ぎ取り,3,運気,2,捕獲,3,加護,-3,,,海賊Ｊチケット,1,獄狼竜の龍毛,4,獄狼竜の尻尾,3,狂竜結晶,2,e
335,キャプテンＪパンツ,0,2,7,0,99,99,13,57,-2,-2,-2,-2,-2,剥ぎ取り,3,運気,2,捕獲,3,加護,-3,,,海賊Ｊチケット,1,獄狼竜の龍毛,4,獄狼竜の尻尾,3,狂竜結晶,2,e
336,EXインゴットグリーヴ,0,1,7,1,99,99,41,102,-2,-2,2,0,0,砲術,4,ガード強化,1,納刀,2,気まぐれ,-3,,,蛇と蛙チケット,1,フルクライト鉱石,24,絞蛇竜の延髄,4,ギルドチケットＳ,1,e
337,EXインゴットレギンス,0,2,7,1,99,99,21,62,-1,-1,3,1,1,反動,3,砲術,3,散弾強化,3,気まぐれ,-3,,,蛇と蛙チケット,1,フルクライト鉱石,24,絞蛇竜の延髄,4,ギルドチケットＳ,1,e
338,伝説Ｊブーツ,0,1,7,1,99,99,44,99,-4,-4,-4,-4,-4,匠,2,剥ぎ取り,3,加護,-3,,,,,伝説Ｊの海賊帽,1,炎王龍の堅殻,3,炎王龍の尖角,2,古龍の血,1,e
339,伝説Ｊパンツ,0,2,7,1,99,99,22,57,-3,-3,-3,-3,-3,剥ぎ取り,3,装填数,2,加護,-3,,,,,伝説Ｊの海賊帽,1,炎王龍の堅殻,3,炎王龍の尖角,2,古龍の血,1,e
340,坊屋ジーンズ,0,1,7,0,99,99,44,110,1,1,1,1,1,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,ギルドチケットＳ,1,強靭な鳥竜皮,3,黒蝕竜の鱗,4,e
341,坊屋デニム,0,2,7,0,99,99,22,64,2,2,2,2,2,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,ギルドチケットＳ,1,強靭な鳥竜皮,3,黒蝕竜の鱗,4,e
342,ユニクロパンツ,0,1,7,2,99,99,44,112,-3,1,0,4,0,聴覚保護,2,回避距離,3,食事,-2,耐寒,2,,,ユニクロチケット,2,黒轟竜の堅殻,3,轟竜の尖爪,2,狂竜結晶の欠片,2,e
343,ユニクロタイツ,0,2,7,2,99,99,22,65,-2,2,1,5,1,聴覚保護,2,回避距離,3,食事,-2,耐寒,2,,,ユニクロチケット,2,黒轟竜の堅殻,3,轟竜の尖爪,2,狂竜結晶の欠片,2,e
344,スタールークグリーヴ,0,1,7,2,99,99,52,114,0,0,0,0,0,護石収集,4,闘魂,2,乗り,2,,,,,スタジオＧパス,1,金火竜の上鱗,4,蒼火竜の堅殻,3,火竜の紅玉,1,e
345,スタールークレギンス,0,2,7,2,99,99,26,65,1,1,1,1,1,護石収集,4,闘魂,2,乗り,2,,,,,スタジオＧパス,1,金火竜の上鱗,4,蒼火竜の堅殻,3,火竜の紅玉,1,e
346,ゾディアスグリーヴ,0,1,7,3,5,99,52,116,1,1,1,1,1,剣術,1,匠,2,乗り,-3,,,,,冥天の星くず,1,鋼龍の堅殻,3,翼蛇竜の上皮,4,ギルドチケットＧ,2,e
347,ゾディアスレギンス,0,2,7,2,5,99,26,65,2,2,2,2,2,装填数,1,精密射撃,4,乗り,-3,,,,,冥天の星くず,1,鋼龍の堅殻,3,翼蛇竜の上皮,4,ギルドチケットＧ,2,e
348,勇者の靴,0,1,7,1,99,99,52,116,2,2,2,2,2,属性解放,1,運気,2,体術,3,気配,-4,,,トライフォース,1,雷狼竜の高電殻,2,雌火竜の堅殻,3,金獅子の尖爪,2,e
349,勇者の具足,0,2,7,1,99,99,26,65,3,3,3,3,3,属性解放,1,運気,2,体術,3,気配,-4,,,トライフォース,1,雷狼竜の高電殻,2,雌火竜の堅殻,3,金獅子の尖爪,2,e
350,地上最強の袴,0,1,7,0,99,99,52,99,6,6,6,6,6,闘魂,3,底力,3,気配,-5,,,,,地上最強の証明,1,恐暴竜の黒皮,3,恐暴竜の黒鱗,2,古龍の血,1,e
351,地上最強の下衣,0,2,7,0,99,99,26,57,7,7,7,7,7,闘魂,3,底力,3,気配,-5,,,,,地上最強の証明,1,恐暴竜の黒皮,3,恐暴竜の黒鱗,2,古龍の血,1,e
352,EXアーティアグリーヴ,0,1,7,1,99,99,52,109,0,-3,-3,2,3,匠,2,抜刀会心,2,研ぎ師,-2,気力回復,3,,,金獅子チケット,1,太古の破片,8,金獅子の闘魂,1,ギルドチケットＧ,1,e
353,EXアーティアレギンス,0,2,7,1,99,99,26,63,1,-2,-2,3,4,装填速度,-2,痛撃,2,装填数,3,精密射撃,3,,,金獅子チケット,1,太古の破片,8,金獅子の闘魂,1,ギルドチケットＧ,1,e
354,EXゴアグリーヴ,0,1,7,2,99,99,58,111,-5,3,-3,2,-2,細菌学,1,回避術,1,闘魂,3,火耐性,-3,,,黒蝕竜チケット,1,天廻龍の上鱗,8,黒蝕竜の鋭惨爪,6,ギルドチケットＧ,1,e
355,EXゴアレギンス,0,2,7,2,99,99,29,64,-4,4,-2,3,-1,細菌学,1,回避術,1,闘魂,3,火耐性,-3,,,黒蝕竜チケット,1,天廻龍の上鱗,8,黒蝕竜の鋭惨爪,6,ギルドチケットＧ,1,e
356,EXリベリオングリーヴ,0,1,7,2,99,99,81,118,3,3,-2,-2,-3,怒,2,強欲,2,攻撃,-4,狂撃耐性,1,,,蛇王龍チケット,1,蛇王龍の鉤爪,6,天剣の龍玉,2,ギルドチケットＧ,2,e
357,EXライオットレギンス,0,2,7,2,99,99,41,67,4,4,-1,-1,-2,怒,2,強欲,2,攻撃,-4,狂撃耐性,1,,,蛇王龍チケット,1,蛇王龍の鉤爪,6,天剣の龍玉,2,ギルドチケットＧ,2,e
358,ミラバルフット,0,1,7,1,99,99,86,121,2,-1,1,-3,-7,怒,2,防御,-3,斬れ味,2,スタミナ,3,,,黒龍の紅鱗,6,黒龍の紅殻,6,黒龍の紅翼,2,恐暴竜の宝玉,1,e
359,ミラバルレグス,0,2,7,1,99,99,43,63,3,0,2,-2,-6,怒,2,防御,-3,スタミナ,3,通常弾強化,2,,,黒龍の紅鱗,6,黒龍の紅殻,6,黒龍の紅翼,2,恐暴竜の宝玉,1,e
